feature_name,ref_end,ref_seq_name,ref_start,splice_index,transcription_index,translation_modifier_name
Core,912,REF_3e_KJ470618,340,1,1,
Core,912,REF_3g_JF735123,340,1,1,
Core,912,REF_3h_JF735121,340,1,1,
Core,912,REF_3h_JF735126,340,1,1,
Core,912,REF_3k_D63821,340,1,1,
Core,912,REF_3k_JF735122,340,1,1,
Core,912,REF_3_NC_009824,340,1,1,
Core,912,REF_3_unassigned_JF735124,340,1,1,
Core,912,REF_6c_EF424629,340,1,1,
Core,912,REF_6p_EF424626,340,1,1,
Core,912,REF_6q_EF424625,340,1,1,
Core,912,REF_6w_DQ278892,340,1,1,
Core,912,REF_6_unassigned_KJ470622,340,1,1,
Core,912,REF_6_unassigned_KJ470623,340,1,1,
Core,912,REF_6_unassigned_KJ470625,340,1,1,
Core,912,REF_7a_NC_030791,340,1,1,
Core,912,REF_7_NC_030791,340,1,1,
Core,913,REF_1e_KC248194,341,1,1,
Core,913,REF_2a_AB047639,341,1,1,
Core,913,REF_2a_D00944,341,1,1,
Core,913,REF_2c_D50409,341,1,1,
Core,913,REF_2d_JF735114,341,1,1,
Core,913,REF_2e_JF735120,341,1,1,
Core,913,REF_2f_KC844042,341,1,1,
Core,913,REF_2f_KC844050,341,1,1,
Core,913,REF_2j_JF735113,341,1,1,
Core,913,REF_2m_JF735111,341,1,1,
Core,913,REF_2r_JF735115,341,1,1,
Core,913,REF_2u_JF735112,341,1,1,
Core,913,REF_2_D00944,341,1,1,
Core,913,REF_2_unassigned_JF735110,341,1,1,
Core,913,REF_2_unassigned_JF735116,341,1,1,
Core,913,REF_2_unassigned_JF735117,341,1,1,
Core,913,REF_2_unassigned_JF735118,341,1,1,
Core,913,REF_3d_KJ470619,341,1,1,
Core,913,REF_3i_FJ407092,341,1,1,
Core,913,REF_4b_FJ462435,341,1,1,
Core,913,REF_4c_FJ462436,341,1,1,
Core,913,REF_4d_FJ462437,341,1,1,
Core,913,REF_4l_FJ839870,341,1,1,
Core,913,REF_4n_FJ462441,341,1,1,
Core,913,REF_4p_FJ462431,341,1,1,
Core,913,REF_4r_FJ462439,341,1,1,
Core,913,REF_4t_FJ839869,341,1,1,
Core,913,REF_4_unassigned_JF735127,341,1,1,
Core,913,REF_4_unassigned_JF735129,341,1,1,
Core,913,REF_4_unassigned_JF735130,341,1,1,
Core,913,REF_4_unassigned_JF735132,341,1,1,
Core,913,REF_4_unassigned_JF735134,341,1,1,
Core,913,REF_4_unassigned_JF735135,341,1,1,
Core,913,REF_4_unassigned_JF735138,341,1,1,
Core,913,REF_6_unassigned_DQ278891,341,1,1,
Core,913,REF_6_unassigned_KJ470620,341,1,1,
Core,913,REF_6_unassigned_KJ470621,341,1,1,
Core,913,REF_6_unassigned_KJ470624,341,1,1,
Core,914,REF_1a_M62321,342,1,1,
Core,914,REF_1a_M67463,342,1,1,
Core,914,REF_1a_NC_004102,342,1,1,
Core,914,REF_1c_AY051292,342,1,1,
Core,914,REF_1c_AY651061,342,1,1,
Core,914,REF_1c_D14853,342,1,1,
Core,914,REF_1d_KJ439768,342,1,1,
Core,914,REF_1h_KC248198,342,1,1,
Core,914,REF_1h_KC248199,342,1,1,
Core,914,REF_1i_KJ439772,342,1,1,
Core,914,REF_1j_KJ439773,342,1,1,
Core,914,REF_1k_KJ439774,342,1,1,
Core,914,REF_1m_KJ439778,342,1,1,
Core,914,REF_1m_KJ439782,342,1,1,
Core,914,REF_1n_KJ439775,342,1,1,
Core,914,REF_1_NC_004102,342,1,1,
Core,914,REF_1_unassigned_KC248195,342,1,1,
Core,914,REF_1_unassigned_KJ439777,342,1,1,
Core,914,REF_1_unassigned_KJ439780,342,1,1,
Core,914,REF_2b_AB030907,342,1,1,
Core,914,REF_2b_D10988,342,1,1,
Core,914,REF_2k_AB031663,342,1,1,
Core,914,REF_2_unassigned_JF735119,342,1,1,
Core,914,REF_4g_FJ462432,342,1,1,
Core,914,REF_4k_FJ462438,342,1,1,
Core,914,REF_4m_FJ462433,342,1,1,
Core,914,REF_4o_FJ462440,342,1,1,
Core,914,REF_4q_FJ462434,342,1,1,
Core,914,REF_4s_JF735136,342,1,1,
Core,914,REF_4_unassigned_JF735131,342,1,1,
Core,914,REF_6xd_KM252789,342,1,1,
Core,914,REF_6xd_KM252790,342,1,1,
Core,914,REF_6xd_KM252791,342,1,1,
Core,914,REF_6_unassigned_DQ278893,342,1,1,
Core,914,REF_MASTER_NC_004102,342,1,1,
Core,915,REF_1l_KC248193,343,1,1,
Core,915,REF_1l_KC248196,343,1,1,
Core,915,REF_1l_KC248197,343,1,1,
Core,915,REF_1n_KJ439781,343,1,1,
Core,915,REF_1_unassigned_KJ439776,343,1,1,
Core,915,REF_1_unassigned_KJ439779,343,1,1,
Core,915,REF_6b_NC_009827,343,1,1,
Core,915,REF_6n_DQ278894,343,1,1,
Core,915,REF_6_NC_009827,343,1,1,
Core,916,REF_3a_JN714194,344,1,1,
E1,225,REF_2n_L39309_L44602,97,1,1,
E1,225,REF_2p_L39300_L44601,97,1,1,
E1,324,REF_4e_L29589_L29590,196,1,1,
E1,324,REF_4h_L29610_L29611,196,1,1,
E1,324,REF_4i_L36439_L36437,196,1,1,
E1,447,REF_2n_L39309_L44602,226,1,1,
E1,447,REF_2p_L39300_L44601,226,1,1,
E1,567,REF_4i_L36439_L36437,325,1,1,
E1,579,REF_4e_L29589_L29590,325,1,1,
E1,579,REF_4h_L29610_L29611,325,1,1,
E1,582,REF_2s_JQ924942_HM777447_HM777332,574,1,1,
E1,744,REF_2s_JQ924942_HM777447_HM777332,595,1,1,
E1,913,REF_1f_L38350_L38371,812,1,1,
E1,940,REF_1f_L38350_L38371,917,1,1,
E1,940,REF_2o_L38333_L38373,812,1,1,
E1,961,REF_3c_D16612_D14198_D16613,833,1,1,
E1,962,REF_3f_D16614_D14203_D16615,834,1,1,
E1,1008,REF_2l_KC197240,887,1,1,
E1,1015,REF_2i_DQ155561,887,1,1,
E1,1033,REF_2l_KC197240,1027,1,1,
E1,1043,REF_4o_FJ462440,915,1,1,
E1,1149,REF_2b_AB661382,574,1,1,
E1,1149,REF_2b_AB661388,574,1,1,
E1,1186,REF_1f_L38350_L38371,941,1,1,
E1,1192,REF_2o_L38333_L38373,941,1,1,
E1,1214,REF_6w_EU643834,639,1,1,
E1,1214,REF_6w_EU643836,639,1,1,
E1,1279,REF_4g_JX227971,704,1,1,
E1,1294,REF_1a_EF407457,719,1,1,
E1,1339,REF_1a_HQ850279,764,1,1,
E1,1339,REF_4w_FJ025855,764,1,1,
E1,1339,REF_4w_FJ025856,764,1,1,
E1,1339,REF_4_unassigned_FJ025854,764,1,1,
E1,1375,REF_4k_EU392171,800,1,1,
E1,1375,REF_4v_JX227960,800,1,1,
E1,1383,REF_4d_DQ418786,808,1,1,
E1,1384,REF_1_unassigned_HQ537007,809,1,1,
E1,1395,REF_5a_AF064490,820,1,1,
E1,1397,REF_4o_JX227977,822,1,1,
E1,1404,REF_2c_JX227949,829,1,1,
E1,1405,REF_4v_HQ537008,830,1,1,
E1,1405,REF_4v_HQ537009,830,1,1,
E1,1408,REF_3c_D16612_D14198_D16613,962,1,1,
E1,1408,REF_4a_DQ988074,833,1,1,
E1,1409,REF_2j_HM777358,834,1,1,
E1,1409,REF_2j_HM777359,834,1,1,
E1,1409,REF_3f_D16614_D14203_D16615,963,1,1,
E1,1409,REF_4l_JX227957,834,1,1,
E1,1410,REF_4a_DQ418789,835,1,1,
E1,1410,REF_4f_EU392175,835,1,1,
E1,1411,REF_2k_JX227953,836,1,1,
E1,1411,REF_4d_EU392172,836,1,1,
E1,1411,REF_4f_EU392174,836,1,1,
E1,1411,REF_4n_JX227970,836,1,1,
E1,1411,REF_4r_JX227976,836,1,1,
E1,1412,REF_2m_JX227967,837,1,1,
E1,1412,REF_4g_JX227963,837,1,1,
E1,1412,REF_4k_EU392173,837,1,1,
E1,1412,REF_4m_JX227972,837,1,1,
E1,1413,REF_3g_JX227954,838,1,1,
E1,1414,REF_3i_JX227955,839,1,1,
E1,1422,REF_4v_JX227959,847,1,1,
E1,1423,REF_4f_EF589161,848,1,1,
E1,1423,REF_4_unassigned_JX227964,848,1,1,
E1,1425,REF_2a_HQ639944,850,1,1,
E1,1428,REF_4a_NC_009825,853,1,1,
E1,1428,REF_4_NC_009825,853,1,1,
E1,1428,REF_5a_NC_009826,853,1,1,
E1,1428,REF_5_NC_009826,853,1,1,
E1,1428,REF_6a_HQ639936,853,1,1,
E1,1432,REF_6a_Y12083,857,1,1,
E1,1444,REF_6a_AY859526,869,1,1,
E1,1447,REF_3a_X76918,872,1,1,
E1,1453,REF_1b_EU781828,878,1,1,
E1,1456,REF_6v_EU158186,881,1,1,
E1,1456,REF_6v_EU798761,881,1,1,
E1,1456,REF_6xa_EU408330,881,1,1,
E1,1456,REF_6xa_EU408331,881,1,1,
E1,1456,REF_6xa_EU408332,881,1,1,
E1,1462,REF_1g_AM910652,887,1,1,
E1,1462,REF_2i_DQ155561,1016,1,1,
E1,1462,REF_2l_KC197235,887,1,1,
E1,1462,REF_2q_FN666428,887,1,1,
E1,1462,REF_2q_FN666429,887,1,1,
E1,1462,REF_2_unassigned_KC197236,887,1,1,
E1,1462,REF_2_unassigned_KC197237,887,1,1,
E1,1462,REF_6e_EU246931,887,1,1,
E1,1462,REF_6e_EU246932,887,1,1,
E1,1462,REF_6f_EU246936,887,1,1,
E1,1462,REF_6n_EU246938,887,1,1,
E1,1462,REF_6o_EU246934,887,1,1,
E1,1462,REF_6t_EU246939,887,1,1,
E1,1462,REF_6u_EU246940,887,1,1,
E1,1463,REF_1_unassigned_AJ851228,888,1,1,
E1,1463,REF_3b_JQ065709,888,1,1,
E1,1464,REF_1b_EU781827,889,1,1,
E1,1465,REF_2_unassigned_KC197239,887,1,1,
E1,1465,REF_6a_EU246930,890,1,1,
E1,1468,REF_2t_KC197238,887,1,1,
E1,1473,REF_6t_EF632071,898,1,1,
E1,1478,REF_1b_D90208,903,1,1,
E1,1480,REF_2l_KC197240,1034,1,1,
E1,1481,REF_1b_M58335,906,1,1,
E1,1487,REF_6d_D84263,912,1,1,
E1,1487,REF_6e_DQ314805,912,1,1,
E1,1487,REF_6f_DQ835760,912,1,1,
E1,1487,REF_6g_D63822,912,1,1,
E1,1487,REF_6g_DQ314806,912,1,1,
E1,1487,REF_6h_D84265,912,1,1,
E1,1487,REF_6i_DQ835762,912,1,1,
E1,1487,REF_6i_DQ835770,912,1,1,
E1,1487,REF_6j_DQ835761,912,1,1,
E1,1487,REF_6j_DQ835769,912,1,1,
E1,1487,REF_6k_D84264,912,1,1,
E1,1487,REF_6l_EF424628,912,1,1,
E1,1487,REF_6l_JX183556,912,1,1,
E1,1487,REF_6m_DQ835766,912,1,1,
E1,1487,REF_6m_DQ835767,912,1,1,
E1,1487,REF_6n_DQ835768,912,1,1,
E1,1487,REF_6o_EF424627,912,1,1,
E1,1487,REF_6r_EU408328,912,1,1,
E1,1487,REF_6s_EU408329,912,1,1,
E1,1487,REF_6v_EU798760,912,1,1,
E1,1487,REF_6xb_JX183552,912,1,1,
E1,1487,REF_6xb_KJ567645,912,1,1,
E1,1487,REF_6xc_KJ567651,912,1,1,
E1,1487,REF_6xe_JX183557,912,1,1,
E1,1487,REF_6xe_KM252792,912,1,1,
E1,1487,REF_6_unassigned_JX183549,912,1,1,
E1,1487,REF_6_unassigned_JX183550,912,1,1,
E1,1487,REF_6_unassigned_JX183551,912,1,1,
E1,1487,REF_6_unassigned_JX183553,912,1,1,
E1,1487,REF_6_unassigned_JX183554,912,1,1,
E1,1487,REF_6_unassigned_JX183558,912,1,1,
E1,1487,REF_6_unassigned_KC844039,912,1,1,
E1,1487,REF_6_unassigned_KC844040,912,1,1,
E1,1488,REF_3a_D28917,913,1,1,
E1,1488,REF_3a_NC_009824,913,1,1,
E1,1488,REF_3e_KJ470618,913,1,1,
E1,1488,REF_3g_JF735123,913,1,1,
E1,1488,REF_3h_JF735121,913,1,1,
E1,1488,REF_3h_JF735126,913,1,1,
E1,1488,REF_3k_D63821,913,1,1,
E1,1488,REF_3k_JF735122,913,1,1,
E1,1488,REF_3_NC_009824,913,1,1,
E1,1488,REF_3_unassigned_JF735124,913,1,1,
E1,1488,REF_6c_EF424629,913,1,1,
E1,1488,REF_6p_EF424626,913,1,1,
E1,1488,REF_6q_EF424625,913,1,1,
E1,1488,REF_6w_DQ278892,913,1,1,
E1,1488,REF_6_unassigned_KJ470622,913,1,1,
E1,1488,REF_6_unassigned_KJ470623,913,1,1,
E1,1488,REF_6_unassigned_KJ470625,913,1,1,
E1,1488,REF_7a_NC_030791,913,1,1,
E1,1488,REF_7_NC_030791,913,1,1,
E1,1489,REF_1e_KC248194,914,1,1,
E1,1489,REF_2a_AB047639,914,1,1,
E1,1489,REF_2a_D00944,914,1,1,
E1,1489,REF_2c_D50409,914,1,1,
E1,1489,REF_2d_JF735114,914,1,1,
E1,1489,REF_2e_JF735120,914,1,1,
E1,1489,REF_2f_KC844042,914,1,1,
E1,1489,REF_2f_KC844050,914,1,1,
E1,1489,REF_2j_JF735113,914,1,1,
E1,1489,REF_2m_JF735111,914,1,1,
E1,1489,REF_2r_JF735115,914,1,1,
E1,1489,REF_2u_JF735112,914,1,1,
E1,1489,REF_2_D00944,914,1,1,
E1,1489,REF_2_unassigned_JF735110,914,1,1,
E1,1489,REF_2_unassigned_JF735116,914,1,1,
E1,1489,REF_2_unassigned_JF735117,914,1,1,
E1,1489,REF_2_unassigned_JF735118,914,1,1,
E1,1489,REF_3d_KJ470619,914,1,1,
E1,1489,REF_3i_FJ407092,914,1,1,
E1,1489,REF_4b_FJ462435,914,1,1,
E1,1489,REF_4c_FJ462436,914,1,1,
E1,1489,REF_4d_FJ462437,914,1,1,
E1,1489,REF_4l_FJ839870,914,1,1,
E1,1489,REF_4n_FJ462441,914,1,1,
E1,1489,REF_4p_FJ462431,914,1,1,
E1,1489,REF_4r_FJ462439,914,1,1,
E1,1489,REF_4t_FJ839869,914,1,1,
E1,1489,REF_4_unassigned_JF735127,914,1,1,
E1,1489,REF_4_unassigned_JF735129,914,1,1,
E1,1489,REF_4_unassigned_JF735130,914,1,1,
E1,1489,REF_4_unassigned_JF735132,914,1,1,
E1,1489,REF_4_unassigned_JF735134,914,1,1,
E1,1489,REF_4_unassigned_JF735135,914,1,1,
E1,1489,REF_4_unassigned_JF735138,914,1,1,
E1,1489,REF_6_unassigned_DQ278891,914,1,1,
E1,1489,REF_6_unassigned_KJ470620,914,1,1,
E1,1489,REF_6_unassigned_KJ470621,914,1,1,
E1,1489,REF_6_unassigned_KJ470624,914,1,1,
E1,1490,REF_1a_M62321,915,1,1,
E1,1490,REF_1a_M67463,915,1,1,
E1,1490,REF_1a_NC_004102,915,1,1,
E1,1490,REF_1c_AY051292,915,1,1,
E1,1490,REF_1c_AY651061,915,1,1,
E1,1490,REF_1c_D14853,915,1,1,
E1,1490,REF_1d_KJ439768,915,1,1,
E1,1490,REF_1h_KC248198,915,1,1,
E1,1490,REF_1h_KC248199,915,1,1,
E1,1490,REF_1i_KJ439772,915,1,1,
E1,1490,REF_1j_KJ439773,915,1,1,
E1,1490,REF_1k_KJ439774,915,1,1,
E1,1490,REF_1m_KJ439778,915,1,1,
E1,1490,REF_1m_KJ439782,915,1,1,
E1,1490,REF_1n_KJ439775,915,1,1,
E1,1490,REF_1_NC_004102,915,1,1,
E1,1490,REF_1_unassigned_KC248195,915,1,1,
E1,1490,REF_1_unassigned_KJ439777,915,1,1,
E1,1490,REF_1_unassigned_KJ439780,915,1,1,
E1,1490,REF_2b_AB030907,915,1,1,
E1,1490,REF_2b_D10988,915,1,1,
E1,1490,REF_2k_AB031663,915,1,1,
E1,1490,REF_2_unassigned_JF735119,915,1,1,
E1,1490,REF_4g_FJ462432,915,1,1,
E1,1490,REF_4k_FJ462438,915,1,1,
E1,1490,REF_4m_FJ462433,915,1,1,
E1,1490,REF_4o_FJ462440,1044,1,1,
E1,1490,REF_4q_FJ462434,915,1,1,
E1,1490,REF_4s_JF735136,915,1,1,
E1,1490,REF_4_unassigned_JF735131,915,1,1,
E1,1490,REF_6xd_KM252789,915,1,1,
E1,1490,REF_6xd_KM252790,915,1,1,
E1,1490,REF_6xd_KM252791,915,1,1,
E1,1490,REF_6_unassigned_DQ278893,915,1,1,
E1,1490,REF_MASTER_NC_004102,915,1,1,
E1,1491,REF_1l_KC248193,916,1,1,
E1,1491,REF_1l_KC248196,916,1,1,
E1,1491,REF_1l_KC248197,916,1,1,
E1,1491,REF_1n_KJ439781,916,1,1,
E1,1491,REF_1_unassigned_KJ439776,916,1,1,
E1,1491,REF_1_unassigned_KJ439779,916,1,1,
E1,1491,REF_3b_D49374,913,1,1,
E1,1491,REF_6b_NC_009827,916,1,1,
E1,1491,REF_6n_DQ278894,916,1,1,
E1,1491,REF_6_NC_009827,916,1,1,
E1,1492,REF_3a_JN714194,917,1,1,
E2,1471,REF_2i_DQ155561,1463,1,1,
E2,1483,REF_2l_KC197240,1481,1,1,
E2,1499,REF_4o_FJ462440,1491,1,1,
E2,1639,REF_2i_DQ155561,1472,1,1,
E2,1654,REF_2l_KC197240,1487,1,1,
E2,1667,REF_4o_FJ462440,1500,1,1,
E2,1735,REF_2i_DQ155561,1640,1,1,
E2,1759,REF_2i_DQ155561,1739,1,1,
E2,1763,REF_4o_FJ462440,1668,1,1,
E2,1774,REF_2l_KC197240,1655,1,1,
E2,1784,REF_4o_FJ462440,1764,1,1,
E2,2038,REF_2i_DQ155561,1763,1,1,
E2,2053,REF_2l_KC197240,1775,1,1,
E2,2063,REF_4o_FJ462440,1785,1,1,
E2,2250,REF_2b_AB661382,1150,1,1,
E2,2250,REF_2b_AB661388,1150,1,1,
E2,2315,REF_6w_EU643836,1215,1,1,
E2,2318,REF_6w_EU643834,1215,1,1,
E2,2359,REF_4g_JX227971,1280,1,1,
E2,2383,REF_1a_EF407457,1295,1,1,
E2,2428,REF_1a_HQ850279,1340,1,1,
E2,2428,REF_4w_FJ025855,1340,1,1,
E2,2428,REF_4w_FJ025856,1340,1,1,
E2,2428,REF_4_unassigned_FJ025854,1340,1,1,
E2,2464,REF_4k_EU392171,1376,1,1,
E2,2464,REF_4v_JX227960,1376,1,1,
E2,2469,REF_4d_DQ418786,1384,1,1,
E2,2473,REF_1_unassigned_HQ537007,1385,1,1,
E2,2486,REF_4o_JX227977,1398,1,1,
E2,2487,REF_5a_AF064490,1396,1,1,
E2,2489,REF_4g_JX227963,1413,1,1,
E2,2491,REF_4v_HQ537008,1406,1,1,
E2,2494,REF_4a_DQ988074,1409,1,1,
E2,2494,REF_4v_HQ537009,1406,1,1,
E2,2495,REF_4l_JX227957,1410,1,1,
E2,2497,REF_4d_EU392172,1412,1,1,
E2,2498,REF_4m_JX227972,1413,1,1,
E2,2499,REF_4a_DQ418789,1411,1,1,
E2,2500,REF_4n_JX227970,1412,1,1,
E2,2500,REF_4r_JX227976,1412,1,1,
E2,2501,REF_4k_EU392173,1413,1,1,
E2,2505,REF_2c_JX227949,1405,1,1,
E2,2505,REF_4f_EU392175,1411,1,1,
E2,2506,REF_4f_EU392174,1412,1,1,
E2,2508,REF_4v_JX227959,1423,1,1,
E2,2510,REF_2j_HM777358,1410,1,1,
E2,2510,REF_2j_HM777359,1410,1,1,
E2,2512,REF_2k_JX227953,1412,1,1,
E2,2512,REF_4_unassigned_JX227964,1424,1,1,
E2,2513,REF_2m_JX227967,1413,1,1,
E2,2517,REF_4a_NC_009825,1429,1,1,
E2,2517,REF_4_NC_009825,1429,1,1,
E2,2518,REF_4f_EF589161,1424,1,1,
E2,2520,REF_5a_NC_009826,1429,1,1,
E2,2520,REF_5_NC_009826,1429,1,1,
E2,2521,REF_3i_JX227955,1415,1,1,
E2,2523,REF_3g_JX227954,1414,1,1,
E2,2526,REF_2a_HQ639944,1426,1,1,
E2,2532,REF_6a_HQ639936,1429,1,1,
E2,2533,REF_6a_Y12083,1433,1,1,
E2,2542,REF_1b_EU781828,1454,1,1,
E2,2548,REF_6a_AY859526,1445,1,1,
E2,2551,REF_6f_EU246936,1463,1,1,
E2,2551,REF_6v_EU158186,1457,1,1,
E2,2551,REF_6v_EU798761,1457,1,1,
E2,2553,REF_1b_EU781827,1465,1,1,
E2,2554,REF_3a_X76918,1448,1,1,
E2,2554,REF_6n_EU246938,1463,1,1,
E2,2554,REF_6o_EU246934,1463,1,1,
E2,2554,REF_6t_EU246939,1463,1,1,
E2,2555,REF_1_unassigned_AJ851228,1464,1,1,
E2,2560,REF_6u_EU246940,1463,1,1,
E2,2563,REF_1g_AM910652,1463,1,1,
E2,2563,REF_2i_DQ155561,2045,1,1,
E2,2563,REF_2l_KC197235,1463,1,1,
E2,2563,REF_2q_FN666428,1463,1,1,
E2,2563,REF_2q_FN666429,1463,1,1,
E2,2563,REF_2_unassigned_KC197236,1463,1,1,
E2,2563,REF_2_unassigned_KC197237,1463,1,1,
E2,2563,REF_6e_EU246931,1463,1,1,
E2,2563,REF_6e_EU246932,1463,1,1,
E2,2565,REF_6t_EF632071,1474,1,1,
E2,2566,REF_2_unassigned_KC197239,1466,1,1,
E2,2566,REF_6xa_EU408330,1457,1,1,
E2,2566,REF_6xa_EU408331,1457,1,1,
E2,2566,REF_6xa_EU408332,1457,1,1,
E2,2567,REF_1b_D90208,1479,1,1,
E2,2569,REF_2t_KC197238,1469,1,1,
E2,2569,REF_6a_EU246930,1466,1,1,
E2,2570,REF_1b_M58335,1482,1,1,
E2,2570,REF_4g_FJ462432,1491,1,1,
E2,2570,REF_6d_D84263,1488,1,1,
E2,2573,REF_3b_JQ065709,1464,1,1,
E2,2575,REF_4d_FJ462437,1490,1,1,
E2,2575,REF_4l_FJ839870,1490,1,1,
E2,2575,REF_4_unassigned_JF735129,1490,1,1,
E2,2575,REF_4_unassigned_JF735130,1490,1,1,
E2,2576,REF_4m_FJ462433,1491,1,1,
E2,2576,REF_4q_FJ462434,1491,1,1,
E2,2576,REF_4_unassigned_JF735131,1491,1,1,
E2,2576,REF_6f_DQ835760,1488,1,1,
E2,2577,REF_6c_EF424629,1489,1,1,
E2,2577,REF_6_unassigned_KJ470623,1489,1,1,
E2,2577,REF_6_unassigned_KJ470625,1489,1,1,
E2,2578,REF_2l_KC197240,2054,1,1,
E2,2578,REF_4b_FJ462435,1490,1,1,
E2,2578,REF_4c_FJ462436,1490,1,1,
E2,2578,REF_4p_FJ462431,1490,1,1,
E2,2578,REF_4r_FJ462439,1490,1,1,
E2,2578,REF_4t_FJ839869,1490,1,1,
E2,2578,REF_4_unassigned_JF735127,1490,1,1,
E2,2578,REF_4_unassigned_JF735132,1490,1,1,
E2,2578,REF_4_unassigned_JF735134,1490,1,1,
E2,2578,REF_4_unassigned_JF735135,1490,1,1,
E2,2579,REF_1a_M62321,1491,1,1,
E2,2579,REF_1a_M67463,1491,1,1,
E2,2579,REF_1a_NC_004102,1491,1,1,
E2,2579,REF_1c_AY051292,1491,1,1,
E2,2579,REF_1c_AY651061,1491,1,1,
E2,2579,REF_1c_D14853,1491,1,1,
E2,2579,REF_1d_KJ439768,1491,1,1,
E2,2579,REF_1j_KJ439773,1491,1,1,
E2,2579,REF_1k_KJ439774,1491,1,1,
E2,2579,REF_1m_KJ439782,1491,1,1,
E2,2579,REF_1n_KJ439775,1491,1,1,
E2,2579,REF_1_NC_004102,1491,1,1,
E2,2579,REF_1_unassigned_KJ439777,1491,1,1,
E2,2579,REF_1_unassigned_KJ439780,1491,1,1,
E2,2579,REF_4k_FJ462438,1491,1,1,
E2,2579,REF_4o_FJ462440,2064,1,1,
E2,2579,REF_4s_JF735136,1491,1,1,
E2,2579,REF_6h_D84265,1488,1,1,
E2,2579,REF_6n_DQ835768,1488,1,1,
E2,2579,REF_6o_EF424627,1488,1,1,
E2,2579,REF_6r_EU408328,1488,1,1,
E2,2579,REF_6_unassigned_JX183549,1488,1,1,
E2,2579,REF_6_unassigned_JX183550,1488,1,1,
E2,2579,REF_MASTER_NC_004102,1491,1,1,
E2,2580,REF_1n_KJ439781,1492,1,1,
E2,2580,REF_1_unassigned_KJ439779,1492,1,1,
E2,2580,REF_6p_EF424626,1489,1,1,
E2,2580,REF_6q_EF424625,1489,1,1,
E2,2581,REF_4n_FJ462441,1490,1,1,
E2,2581,REF_4_unassigned_JF735138,1490,1,1,
E2,2581,REF_6_unassigned_DQ278891,1490,1,1,
E2,2582,REF_1h_KC248198,1491,1,1,
E2,2582,REF_1h_KC248199,1491,1,1,
E2,2582,REF_1m_KJ439778,1491,1,1,
E2,2582,REF_6i_DQ835762,1488,1,1,
E2,2582,REF_6i_DQ835770,1488,1,1,
E2,2582,REF_6j_DQ835761,1488,1,1,
E2,2582,REF_6j_DQ835769,1488,1,1,
E2,2582,REF_6k_D84264,1488,1,1,
E2,2582,REF_6l_EF424628,1488,1,1,
E2,2582,REF_6l_JX183556,1488,1,1,
E2,2582,REF_6m_DQ835766,1488,1,1,
E2,2582,REF_6m_DQ835767,1488,1,1,
E2,2582,REF_6s_EU408329,1488,1,1,
E2,2582,REF_6v_EU798760,1488,1,1,
E2,2582,REF_6xb_JX183552,1488,1,1,
E2,2582,REF_6xb_KJ567645,1488,1,1,
E2,2582,REF_6_unassigned_DQ278893,1491,1,1,
E2,2582,REF_6_unassigned_JX183551,1488,1,1,
E2,2582,REF_6_unassigned_JX183553,1488,1,1,
E2,2582,REF_6_unassigned_JX183554,1488,1,1,
E2,2582,REF_6_unassigned_JX183558,1488,1,1,
E2,2583,REF_6n_DQ278894,1492,1,1,
E2,2584,REF_2_unassigned_JF735117,1490,1,1,
E2,2585,REF_6xe_JX183557,1488,1,1,
E2,2585,REF_6xe_KM252792,1488,1,1,
E2,2585,REF_6_unassigned_KC844040,1488,1,1,
E2,2588,REF_2_unassigned_JF735119,1491,1,1,
E2,2588,REF_6e_DQ314805,1488,1,1,
E2,2588,REF_6g_D63822,1488,1,1,
E2,2588,REF_6g_DQ314806,1488,1,1,
E2,2589,REF_3_unassigned_JF735124,1489,1,1,
E2,2589,REF_6_unassigned_KJ470622,1489,1,1,
E2,2589,REF_7a_NC_030791,1489,1,1,
E2,2589,REF_7_NC_030791,1489,1,1,
E2,2590,REF_1e_KC248194,1490,1,1,
E2,2590,REF_2a_AB047639,1490,1,1,
E2,2590,REF_2a_D00944,1490,1,1,
E2,2590,REF_2c_D50409,1490,1,1,
E2,2590,REF_2d_JF735114,1490,1,1,
E2,2590,REF_2e_JF735120,1490,1,1,
E2,2590,REF_2f_KC844042,1490,1,1,
E2,2590,REF_2f_KC844050,1490,1,1,
E2,2590,REF_2j_JF735113,1490,1,1,
E2,2590,REF_2m_JF735111,1490,1,1,
E2,2590,REF_2r_JF735115,1490,1,1,
E2,2590,REF_2u_JF735112,1490,1,1,
E2,2590,REF_2_D00944,1490,1,1,
E2,2590,REF_2_unassigned_JF735110,1490,1,1,
E2,2590,REF_2_unassigned_JF735116,1490,1,1,
E2,2590,REF_2_unassigned_JF735118,1490,1,1,
E2,2590,REF_6_unassigned_KJ470621,1490,1,1,
E2,2590,REF_6_unassigned_KJ470624,1490,1,1,
E2,2591,REF_1i_KJ439772,1491,1,1,
E2,2591,REF_2b_AB030907,1491,1,1,
E2,2591,REF_2b_D10988,1491,1,1,
E2,2591,REF_2k_AB031663,1491,1,1,
E2,2592,REF_3e_KJ470618,1489,1,1,
E2,2592,REF_3h_JF735121,1489,1,1,
E2,2592,REF_3h_JF735126,1489,1,1,
E2,2592,REF_3k_D63821,1489,1,1,
E2,2592,REF_3k_JF735122,1489,1,1,
E2,2592,REF_6w_DQ278892,1489,1,1,
E2,2593,REF_6_unassigned_KJ470620,1490,1,1,
E2,2594,REF_6xd_KM252789,1491,1,1,
